Tid,起点,駅からの距離,店舗名,ジャンル,住所,座数,lunch_from,lunch_to,dinner_from,dinner_to,dinner_ave,元値,集計用,営業(年),営業(月),url,業態_集計用,食べログ業種_大,食べログ業種_中,食べログ業種_小,評価
28034125,尼崎駅（阪神）,695,神戸東店,立ち飲み居酒屋・バー,兵庫県尼崎市神田中通5-182-2,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28034125/,居酒屋・バル,立ち飲み居酒屋・バー,,,3.2
28018763,尼崎駅（阪神）,657,丼丼亭 尼崎商店街店,天丼・天重、かつ丼・かつ重、親子丼,兵庫県尼崎市神田中通4-164,36,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28018763/,和食,天丼・天重,かつ丼・かつ重,親子丼,3
28023279,尼崎駅（阪神）,681,元禄寿司 尼崎店,寿司,兵庫県尼崎市神田中通5-203,,1000,1999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28023279/,和食,寿司,,,3.04
28041763,尼崎駅（阪神）,736,ステラ,串揚げ・串かつ,兵庫県尼崎市東大物町2-6-20,16,-,-,5000,5999,"5,500",2014/9/20,2014/9/20,8,2,https://tabelog.com/hyogo/A2803/A280304/28041763/,居酒屋・バル,串揚げ・串かつ,,,3.66
28002234,尼崎駅（阪神）,606,闇市,焼肉、ステーキ、韓国料理,兵庫県尼崎市神田北通4-98 １０１,124,4000,4999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28002234/,焼肉・ホルモン,焼肉,ステーキ,韓国料理,3.45
28009725,尼崎駅（阪神）,91,たい焼き　二万翁,たい焼き・大判焼き、たこ焼き,兵庫県尼崎市神田中通1-2-1 AMASTA AMASEN,,-,999,-,999,999,1975/10/1,1975/10/1,47,1,https://tabelog.com/hyogo/A2803/A280304/28009725/,テイクアウト,たい焼き・大判焼き,,,3.51
28003952,尼崎駅（阪神）,449,つのくに,懐石・会席料理、串揚げ・串かつ,兵庫県尼崎市昭和通2-7-1 都ホテル尼崎 21F,126,2000,2999,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28003952/,和食,懐石・会席料理,,,3.39
28033393,尼崎駅（阪神）,768,淡海,中華料理,兵庫県尼崎市西長洲町2-13-5,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28033393/,居酒屋・バル,中華料理,,,3.24
28022021,尼崎駅（阪神）,59,マクドナルド 阪神尼崎駅店,ハンバーガー,兵庫県尼崎市神田中通1-1-1,100,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28022021/,洋食,ハンバーガー,,,3.05
28045338,尼崎駅（阪神）,218,尼崎肉劇場,牛丼,兵庫県尼崎市神田中通2-18-7,,1000,1999,-,999,999,2016/1/1,2016/1/1,6,10,https://tabelog.com/hyogo/A2803/A280304/28045338/,その他,牛丼,,,3.27
28009563,尼崎駅（阪神）,712,でめ金,お好み焼き,兵庫県尼崎市神田北通5-148-10,24,1000,1999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28009563/,居酒屋・バル,お好み焼き,,,3.32
28027880,尼崎駅（阪神）,439,新ちゃん,餃子、中華料理,兵庫県尼崎市東桜木町96,9,-,999,-,-,,1964年,1964/1/1,58,10,https://tabelog.com/hyogo/A2803/A280304/28027880/,居酒屋・バル,餃子,,,3.77
28009618,尼崎駅（阪神）,152,ホリーズカフェ アマゴッタ店,カフェ、コーヒー専門店、サンドイッチ,兵庫県尼崎市西大物町12-41 アマゴッタ3階,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28009618/,その他,カフェ,コーヒー専門店,サンドイッチ,3.03
28046276,尼崎駅（阪神）,636,味八喜多 尼崎店,その他,兵庫県尼崎市神田中通4-161,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28046276/,その他,その他,,,3.07
28021537,尼崎駅（阪神）,274,榮華亭 阪神尼崎店,焼肉,兵庫県尼崎市神田北通2-20,80,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28021537/,焼肉・ホルモン,焼肉,,,3.03
28047288,尼崎駅（阪神）,523,スンドゥブチゲタン,韓国料理,兵庫県尼崎市東難波町5-16-28,,1000,1999,1000,1999,"1,500",2016/8/2,2016/8/2,6,3,https://tabelog.com/hyogo/A2803/A280304/28047288/,多国籍料理,韓国料理,,,3.6
28025306,尼崎駅（阪神）,591,本格さぬきうどん　穂乃香,うどん、天ぷら,兵庫県尼崎市神田中通4-157-1,22,-,999,-,999,999,2009/12/10,2009/12/10,12,11,https://tabelog.com/hyogo/A2803/A280304/28025306/,和食,うどん,,,3.77
28028341,尼崎駅（阪神）,202,餃子の王将 阪神尼崎店,餃子、中華料理、担々麺,兵庫県尼崎市神田中通2-27-16,49,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28028341/,居酒屋・バル,餃子,中華料理,担々麺,3.05
28026072,尼崎駅（阪神）,320,正宗屋 本店,居酒屋,兵庫県尼崎市神田北通2-19,,1000,1999,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28026072/,居酒屋・バル,居酒屋,,,3.4
28003955,尼崎駅（阪神）,449,鉄板焼 貴布祢,鉄板焼き、ステーキ,兵庫県尼崎市昭和通2-7-1 都ホテル尼崎 22F,14,10000,14999,10000,14999,"12,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28003955/,居酒屋・バル,鉄板焼き,,,3.27
28006580,尼崎駅（阪神）,196,成山,焼肉、ホルモン,兵庫県尼崎市神田中通2-27,20,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28006580/,焼肉・ホルモン,焼肉,,,3.2
28031287,尼崎駅（阪神）,506,下山酒店,立ち飲み居酒屋・バー、和食（その他）、おでん,兵庫県尼崎市神田南通1-3 下山酒店 1F,,1000,1999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28031287/,居酒屋・バル,立ち飲み居酒屋・バー,和食（その他）,おでん,3.44
28021534,尼崎駅（阪神）,407,志津鮨,寿司,兵庫県尼崎市神田北通3-38 JOYビル 1F,11,-,-,10000,14999,"12,500",1970年,1970/1/1,52,10,https://tabelog.com/hyogo/A2803/A280304/28021534/,和食,寿司,,,3.13
28009514,尼崎駅（阪神）,99,桜里,居酒屋・ダイニングバー（その他）、日本茶専門店、カフェ,兵庫県尼崎市御園町54 カーム 103,40,-,999,3000,3999,"3,500",2012/5/7,2012/5/7,10,6,https://tabelog.com/hyogo/A2803/A280304/28009514/,居酒屋・バル,居酒屋・ダイニングバー（その他）,日本茶専門店,カフェ,3.24
28053617,尼崎駅（阪神）,179,油そば きりん寺 アマゴッタ店,油そば,兵庫県尼崎市西大物町12-41 アマゴッタ 1F,,-,999,-,999,999,2018/12/5,2018/12/5,3,11,https://tabelog.com/hyogo/A2803/A280304/28053617/,ラーメン,油そば,,,3.01
28044744,尼崎駅（阪神）,454,パティスリー アルク,ケーキ、その他,兵庫県尼崎市神田中通3-80 ダイシンマンション 1F,,1000,1999,-,-,,2015/10/17,2015/10/17,7,1,https://tabelog.com/hyogo/A2803/A280304/28044744/,テイクアウト,ケーキ,,,3.25
28036298,尼崎駅（阪神）,230,ヒノデ阿免本舗,和菓子,兵庫県尼崎市開明町1-36,1,1000,1999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28036298/,テイクアウト,和菓子,,,3.3
28044621,尼崎駅（阪神）,411,磯丸水産 尼崎中央商店街店,居酒屋、魚介料理・海鮮料理,兵庫県尼崎市神田中通3-33 中森ビル 1F,45,-,999,1000,1999,"1,500",2015/10/5,2015/10/5,7,1,https://tabelog.com/hyogo/A2803/A280304/28044621/,居酒屋・バル,居酒屋,,,3.05
28050140,尼崎駅（阪神）,559,麺屋 壱志,ラーメン,兵庫県尼崎市昭和通2-1-17,19,-,999,-,999,999,2017/10/7,2017/10/7,5,1,https://tabelog.com/hyogo/A2803/A280304/28050140/,ラーメン,ラーメン,,,3.17
28001200,尼崎駅（阪神）,282,てっちゃん鍋 やすもり 尼崎本店,鍋（その他）、ホルモン、ちりとり鍋・てっちゃん鍋,兵庫県尼崎市神田中通3-85,15,2000,2999,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28001200/,居酒屋・バル,鍋（その他）,ホルモン,ちりとり鍋・てっちゃん鍋,3.39
28061783,尼崎駅（阪神）,440,スパイス担担麺専門店 香辛薬麺,汁なし担々麺、担々麺、ラーメン,兵庫県尼崎市昭和通4-124 尼崎スカイハイツ 1F,,-,999,-,999,999,2021/12/28,2021/12/28,0,11,https://tabelog.com/hyogo/A2803/A280304/28061783/,ラーメン,汁なし担々麺,担々麺,ラーメン,3.43
28056311,尼崎駅（阪神）,349,手打ちうどん 真心 尼崎本店,うどん、カレーうどん、そば・うどん・麺類（その他）,兵庫県尼崎市神田北通3-28-4 1F,16,-,999,-,999,999,2019/11/5,2019/11/5,3,0,https://tabelog.com/hyogo/A2803/A280304/28056311/,和食,うどん,カレーうどん,そば・うどん・麺類（その他）,3.3
28000673,尼崎駅（阪神）,330,大貫本店,ラーメン、中華料理,兵庫県尼崎市神田中通3-29,28,1000,1999,1000,1999,"1,500",1912/11/11,1912/11/11,110,0,https://tabelog.com/hyogo/A2803/A280304/28000673/,ラーメン,ラーメン,,,3.58
28065069,尼崎駅（阪神）,658,だしが命の塩らーめん ぎょぎょぎょ 尼崎店,ラーメン,兵庫県尼崎市神田中通4-164,12,1000,1999,1000,1999,"1,500",2022/10/22,2022/10/22,0,1,https://tabelog.com/hyogo/A2803/A280304/28065069/,ラーメン,ラーメン,,,3.09
28039544,尼崎駅（阪神）,323,なか卯 尼崎昭和通店,牛丼、親子丼、うどん,兵庫県尼崎市東難波町5-18-8 ドミール・カクタス尼崎 1F,,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28039544/,その他,牛丼,親子丼,うどん,3.03
28008707,尼崎駅（阪神）,763,梵,串揚げ・串かつ、居酒屋、バイキング,兵庫県尼崎市金楽寺町2-36-11,24,-,-,2000,2999,"2,500",2004年,2004/11/1,18,0,https://tabelog.com/hyogo/A2803/A280304/28008707/,居酒屋・バル,串揚げ・串かつ,居酒屋,バイキング,3.27
28051269,尼崎駅（阪神）,655,ファミーユ 尼崎店,サンドイッチ、カフェ,兵庫県尼崎市神田中通4-164,28,-,999,-,999,999,2018/3/5,2018/3/5,4,8,https://tabelog.com/hyogo/A2803/A280304/28051269/,テイクアウト,サンドイッチ,,,3.25
28028703,尼崎駅（阪神）,400,ジンロック,ハンバーグ、洋食、欧風カレー,兵庫県尼崎市神田北通3‐38,,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28028703/,洋食,ハンバーグ,洋食,欧風カレー,3.38
28053920,尼崎駅（阪神）,411,西安曹家 餃子坊,餃子、中華料理、飲茶・点心,兵庫県尼崎市神田中通3-33 ナカモリビル 2F,60,-,999,2000,2999,"2,500",2019/2/1,2019/2/1,3,9,https://tabelog.com/hyogo/A2803/A280304/28053920/,居酒屋・バル,餃子,中華料理,飲茶・点心,3.33
28046430,尼崎駅（阪神）,216,松のや 尼崎店,とんかつ,兵庫県尼崎市神田中通2-18-9,30,-,999,-,999,999,2016/6/14,2016/6/14,6,5,https://tabelog.com/hyogo/A2803/A280304/28046430/,和食,とんかつ,,,3.05
28028521,尼崎駅（阪神）,456,サンマルクカフェ 尼崎神田中通店,カフェ,兵庫県尼崎市神田中通3-38 中央商店街　3番街,86,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28028521/,その他,カフェ,,,3.05
28033761,尼崎駅（阪神）,793,かごもと,その他、ホルモン、焼肉,兵庫県尼崎市神田南通2-44-2 尼崎三和商店街内,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28033761/,その他,その他,ホルモン,焼肉,3.2
28041727,尼崎駅（阪神）,218,大阪王将 阪神尼崎駅前店,餃子、中華料理,兵庫県尼崎市神田中通2-28,44,-,999,1000,1999,"1,500",2014/10/6,2014/10/6,8,1,https://tabelog.com/hyogo/A2803/A280304/28041727/,居酒屋・バル,餃子,,,3.03
28043935,尼崎駅（阪神）,309,寿司居酒屋 や台ずし 阪神尼崎駅北口町,居酒屋、寿司,兵庫県尼崎市神田北通2-19 辻善ビル,62,-,-,2000,2999,"2,500",2015/6/30,2015/6/30,7,5,https://tabelog.com/hyogo/A2803/A280304/28043935/,居酒屋・バル,居酒屋,,,3.01
28034482,尼崎駅（阪神）,358,喫茶　ラ・セーヌ,喫茶店,兵庫県尼崎市神田中通3-55,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28034482/,その他,喫茶店,,,3.18
28004810,尼崎駅（阪神）,747,豊家,かつ丼・かつ重,兵庫県尼崎市東難波町5-3-14,15,-,999,1000,1999,"1,500",2003/10/6,2003/10/6,19,1,https://tabelog.com/hyogo/A2803/A280304/28004810/,和食,かつ丼・かつ重,,,3.47
28010185,尼崎駅（阪神）,487,尼崎枡千,天ぷら・揚げ物（その他）、デリカテッセン,兵庫県尼崎市神田中通4-86,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28010185/,和食,天ぷら・揚げ物（その他）,,,3.47
28028042,尼崎駅（阪神）,249,鉄板あさひ,串揚げ・串かつ、鉄板焼き、お好み焼き,兵庫県尼崎市神田中通2-28,49,-,-,3000,3999,"3,500",1971/4/9,1971/4/9,51,7,https://tabelog.com/hyogo/A2803/A280304/28028042/,居酒屋・バル,串揚げ・串かつ,鉄板焼き,お好み焼き,3.42
28049621,尼崎駅（阪神）,312,尼崎焼そばセンター,焼きそば、居酒屋、鉄板焼き,兵庫県尼崎市神田中通3-57,42,-,999,1000,1999,"1,500",2017/8/9,2017/8/9,5,3,https://tabelog.com/hyogo/A2803/A280304/28049621/,その他,焼きそば,居酒屋,鉄板焼き,3.39
28038987,尼崎駅（阪神）,291,たこ焼き あすか,たこ焼き、お好み焼き,兵庫県尼崎市西御園町85,6,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28038987/,テイクアウト,たこ焼き,,,3.09
28040314,尼崎駅（阪神）,337,きぬ川,居酒屋、魚介料理・海鮮料理、日本酒バー,兵庫県尼崎市昭和南通り4-31,24,-,999,4000,4999,"4,500",2014/3/10,2014/3/10,8,8,https://tabelog.com/hyogo/A2803/A280304/28040314/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,日本酒バー,3.04
28063163,尼崎駅（阪神）,654,炭火焼鳥 むくどり,焼鳥、居酒屋,兵庫県尼崎市神田北通4-105,10,-,-,2000,2999,"2,500",2022/2/4,2022/2/4,0,9,https://tabelog.com/hyogo/A2803/A280304/28063163/,居酒屋・バル,焼鳥,,,3
28051099,尼崎駅（阪神）,473,俺のたこ焼き どん 尼崎店,たこ焼き、立ち飲み居酒屋・バー、居酒屋,兵庫県尼崎市神田北通3-36-2,,-,999,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28051099/,テイクアウト,たこ焼き,立ち飲み居酒屋・バー,居酒屋,3.21
28046732,尼崎駅（阪神）,788,IZACKたまかま,バー,兵庫県尼崎市昭和通り6-212 スウィングプラザ尼崎 106,,-,999,-,-,,2016/6/1,2016/6/1,6,5,https://tabelog.com/hyogo/A2803/A280304/28046732/,その他,バー,,,3.02
28043033,尼崎駅（阪神）,419,BAR BIJ:A,バー,兵庫県尼崎市昭和南通4-55-2,11,-,-,-,-,,2014/12/1,2014/12/1,7,11,https://tabelog.com/hyogo/A2803/A280304/28043033/,その他,バー,,,3.02
28002586,尼崎駅（阪神）,347,きてや 阪神尼崎店,居酒屋、炭火焼き,兵庫県尼崎市東難波町5-17-18,19,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28002586/,居酒屋・バル,居酒屋,,,3.07
28064429,尼崎駅（阪神）,310,フォー コー,ベトナム料理,兵庫県尼崎市神田中通2-25-2,,-,999,-,999,999,,,,,https://tabelog.com/hyogo/A2803/A280304/28064429/,多国籍料理,ベトナム料理,,,3.03
28035747,尼崎駅（阪神）,175,さくっといろは,居酒屋,兵庫県尼崎市開明町1-22,13,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28035747/,居酒屋・バル,居酒屋,,,3.16
28036785,尼崎駅（阪神）,102,千鳥屋宗家,和菓子,兵庫県尼崎市神田中通1-2-1 AMASTA AMASEN,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28036785/,テイクアウト,和菓子,,,3
28027671,尼崎駅（阪神）,308,うまいもん居酒屋 わっせ！,居酒屋,兵庫県尼崎市昭和南通4-30,23,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28027671/,居酒屋・バル,居酒屋,,,-
28004861,尼崎駅（阪神）,368,焼肉Dining Tesu,焼肉,兵庫県尼崎市昭和南通4-36,90,-,-,6000,7999,"7,000",,,,,https://tabelog.com/hyogo/A2803/A280304/28004861/,焼肉・ホルモン,焼肉,,,3.09
28033284,尼崎駅（阪神）,510,炉場　嬉や,居酒屋,兵庫県尼崎市神田北通4-61-3,22,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28033284/,居酒屋・バル,居酒屋,,,3.04
28056467,尼崎駅（阪神）,737,キッチン そわか,デリカテッセン、弁当,兵庫県尼崎市神田中通5-182-10,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28056467/,その他,デリカテッセン,,,3.05
28048638,尼崎駅（阪神）,639,きらく,居酒屋、魚介料理・海鮮料理、鍋（その他）,兵庫県尼崎市神田北通4-107-2 タカショウビル 1F,46,-,999,4000,4999,"4,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28048638/,居酒屋・バル,居酒屋,魚介料理・海鮮料理,鍋（その他）,3.27
28064605,尼崎駅（阪神）,246,堂島グリル ハンバーグ館,ハンバーグ,兵庫県尼崎市神田中通2-27-11,22,1000,1999,1000,1999,"1,500",2022/9/30,2022/9/30,0,2,https://tabelog.com/hyogo/A2803/A280304/28064605/,洋食,ハンバーグ,,,3.05
28065197,尼崎駅（阪神）,797,三日月,ラーメン,兵庫県尼崎市昭和通6-212-1,,-,-,1000,1999,"1,500",2022/11/1,2022/11/1,0,0,https://tabelog.com/hyogo/A2803/A280304/28065197/,ラーメン,ラーメン,,,3
28049497,尼崎駅（阪神）,219,居酒屋りか,居酒屋,兵庫県尼崎市開明町1-52,,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28049497/,居酒屋・バル,居酒屋,,,-
28037241,尼崎駅（阪神）,238,たね寿司,寿司,兵庫県尼崎市開明町1-52 1F,,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28037241/,和食,寿司,,,3.08
28041664,尼崎駅（阪神）,615,田舎亭,おでん、居酒屋,兵庫県尼崎市昭和南通5-91 1F,,-,-,2000,2999,"2,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28041664/,和食,おでん,,,3.02
28050355,尼崎駅（阪神）,456,コマ屋,コーヒー専門店,兵庫県尼崎市神田中通3-38,,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28050355/,その他,コーヒー専門店,,,3.02
28045195,尼崎駅（阪神）,670,昭和の風 しんちゃん,焼肉、居酒屋、ホルモン,兵庫県尼崎市昭和南通6-134,30,-,-,3000,3999,"3,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28045195/,焼肉・ホルモン,焼肉,居酒屋,ホルモン,3.07
28027335,尼崎駅（阪神）,656,ナダ,喫茶店、定食・食堂,兵庫県尼崎市昭和通1-9-41,22,-,999,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28027335/,その他,喫茶店,,,3.04
28037574,尼崎駅（阪神）,737,伊原商店,韓国料理,兵庫県尼崎市建家町7,,-,-,-,-,,,,,,https://tabelog.com/hyogo/A2803/A280304/28037574/,多国籍料理,韓国料理,,,3.02
28063082,尼崎駅（阪神）,625,AREA89,韓国料理、居酒屋、カフェ,兵庫県尼崎市神田中町通4-160 1F,28,1000,1999,1000,1999,"1,500",2020/11/1,2020/11/1,2,0,https://tabelog.com/hyogo/A2803/A280304/28063082/,多国籍料理,韓国料理,居酒屋,カフェ,-
28062878,尼崎駅（阪神）,458,Shoes Hall AKIOKA,バー、ビアバー、バー・お酒（その他）,兵庫県尼崎市神田中通3-40 1F,5,-,-,1000,1999,"1,500",,,,,https://tabelog.com/hyogo/A2803/A280304/28062878/,その他,バー,ビアバー,バー・お酒（その他）,3.03
